Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
AHS400,AHS,Comparative Health Systems (FF),1-3,spring and summer only,FF - Finishing Foundations,Study abroad experience comparing the health system of the United States to that of another country. Reflection on the knowledge and skills developed during the course that will inform%COMMA% develop and improve performance as healthcare professionals. If using this course to satisfy finishing foundations degree requirements%COMMA% program approval is needed. May be repeated twice for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,School of Allied Health Sciences
AHS687,AHS,Doctoral Preliminary Examination,1-6,fall or spring or summer or all,NULL,An early assessment of a student's potential to complete a doctoral program satisfactorily. Considerable autonomy is granted to the academic unit in the design%COMMA% administration%COMMA% and evaluation of the preliminary examination. Pass/fail only.,Pass/Fail - PF,Lecture,Graduate,College of Health Sciences,School of Allied Health Sciences
AHS696,AHS,Directed Research,1-6,fall or spring or summer or all,NULL,Research conducted by a graduate student under the supervision of a member of the graduate faculty. Requires the clear statement of a hypothesis or proposition%COMMA% a review of the relevant literature%COMMA% analysis and synthesis of data or scholarly evidence%COMMA% and the inference of conclusions. The results must be stated in a report written in clear and effective English. Requires submission of an Application for Directed Research prior to the deadline specified in the academic calendar. Either graded or pass/fail.,Letter Grade - Regular,Directed Research,Graduate,College of Health Sciences,School of Allied Health Sciences
AHS221,AHS,Introduction to Electrocardiography,1,fall or spring or both,NULL,Review the anatomy of the heart%COMMA% cardiac conduction system%COMMA% basic cardiac function. Introduction to the electrical activity of cardiocytes%COMMA% resultant electrical vectors%COMMA% and cardiac cycle. Interpret ECG rhythm disturbances%COMMA% their causes%COMMA% consequences%COMMA% and treatment%COMMA% along with the introduction to the uses of the 12-led ECG. May be repeated once for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,School of Allied Health Sciences
AHS693,AHS,Dissertation,1-12,fall or spring or summer or all,NULL,Independent research at the doctoral level resulting in a dissertation that must be defended as a final oral examination and archived in the university library and with UMI. The dissertation must be written in clear and effective English and presented in a format that conforms to the standards of the Graduate College. Pass/fail only.,Pass/Fail/In-Progress - PIP,Thesis Research,Graduate,College of Health Sciences,School of Allied Health Sciences
AMI472,AMI,Adult Echocardiography III: Advanced Modalities,2,spring only,NULL,Provides students with opportunities to attain practical experience in cutting-edge echocardiographic techniques.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI467,AMI,Clinical Experience in Diagnostic Medical Sonography III,7,summer only,NULL,Supervised clinical experience in diagnostic medical sonography.,Letter Grade - Regular,Clinical,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI471L,AMI,Adult Echocardiography Simulation II,1,spring only,NULL,"Simulation assignments focusing on clinical competencies in various abnormal cardiac conditions. Students will research%COMMA% present and attempt to publish a related clinical case study from a list of topics.  ",Letter Grade - Regular,Laboratory,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI466,AMI,Clinical Experience in Diagnostic Medical Sonography II,5,spring only,NULL,Supervised clinical experience in diagnostic medical sonography.,Letter Grade - Regular,Clinical,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI490L,AMI,Vascular Ultrasound I: Vascular Testing Simulation,1,fall only,NULL,Simulation assignments emphasize developing clinical competencies in foundational vascular testing%COMMA% incorporating research%COMMA% presentation%COMMA% and publication of related clinical case studies selected from a curated list of topics.,Letter Grade - Regular,Laboratory,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI461,AMI,Abdominal Sonography ,2,fall only,NULL, Provides descriptive information on the sonographic procedures of the abdomen%COMMA% to include normal sonographic anatomy%COMMA% pathology%COMMA% pathophysiology%COMMA% clinical signs and symptoms of disease%COMMA% differential diagnosis%COMMA% equipment set-up%COMMA% scanning techniques%COMMA% and echographic patterns of abdominal vasculature. ,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI204,AMI,Patient Care and Assessment for Medical Imaging,3,fall and spring and summer,NULL,Theory and skill application with clinical focus to perform assessment to include assessment techniques%COMMA% standardized data collection formats%COMMA% body system assessment%COMMA% normal findings%COMMA% relevant variations from normal and documentation. Patient care skills and interventions to restore and protect health.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI470,AMI,Adult Echocardiography I: Principles of Echocardiography,2,spring only,NULL,"This foundational course explores heart anatomy and physiology%COMMA% as well as tomographic cardiac ultrasound views used to identify normal and abnormal cardiac structures and embryological issues. ",Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI491L,AMI,Vascular Ultrasound II: Advanced Vascular Testing Simulation,1,fall only,NULL,Simulation assignments emphasize clinical competencies in advanced vascular testing%COMMA% incorporating research%COMMA% presentation%COMMA% and publication of a related clinical case study based on selected topics.,Letter Grade - Regular,Laboratory,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI234,AMI,Introduction to Advanced Medical Imaging Clinical Experience,1,fall and spring and summer,NULL,Introduction to clinical agency structure%COMMA% health law and ethics%COMMA% professionalism and initial clinical practice in advanced medical imaging. ,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI330,AMI,Introduction to Sectional Anatomy,2,fall and spring and summer,NULL,Identification of sectional anatomy utilizing various acquisition modes and modalities.,Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI479,AMI,Clinical Experience Adult Echocardiography II ,6,summer only,NULL,"Supervised clinical experience in adult echocardiography ultrasound.  ",Letter Grade - Regular,Clinical,Undergraduate,College of Health Sciences,Radiologic Sciences
AMI481,AMI,Mammography II,2,spring only,NULL,"This course covers mammography equipment%COMMA% quality assurance%COMMA% quality control%COMMA% breast procedures%COMMA% other breast imaging modalities%COMMA% and breast cancer treatment options. ",Letter Grade - Regular,Lecture,Undergraduate,College of Health Sciences,Radiologic Sciences
