"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"ACCT493","ACCT","493",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Business and Economics","Accountancy"
"ACCT493U","ACCT","493U",,"Work U","0","6","1–3","fall and spring and summer",,"Designed to provide students with professional experiences, regardless of their major. Students will develop their professional network alongside a mentor at a Treasure Valley employer. Time is spent on site with employers and on campus in a weekly class session. The class sessions are designed to unpack what the students are learning on the job, attend interactive workshops, engage with dynamic guest leaders from partner employers, and learn skills that translate directly to a professional setting. No more than 12 Work U and/or internship credits may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"false","99","99","Practicum","Undergraduate","College of Business and Economics","Accountancy"
"ACCT579","ACCT","579",,"Personal Financial Planning","3","0","3","spring only",,"The course focuses on the tools to help individuals reach their personal financial goals. There will be five main areas of emphasis: investments, insurance coverage/asset protection, income tax planning, retirement planning and estate planning. The areas will be covered in the personal finance framework.","Letter Grade - Regular",,"Complete 1 of the following
Declared or admitted to one of the following: Accountancy MS, Accountancy MS (online), or Accountancy, Taxation, MS JD
Complete all of the following
  Declared or admitted to Accountancy MS (foundations)
  Earned a minimum grade of C in each of the following courses:
    ACCT501 - Foundations of Financial Reporting II (3)
    ACCT504 - Foundations of Financial Statement Auditing (3)
    ACCT513 - Foundations of Cost Accounting (3)
    ACCT529 - Foundations of Federal Income Taxation (3)
",,"false",,,"Lecture","Graduate","College of Business and Economics","Accountancy"
"ACCT496","ACCT","496",,"Independent Study","V","V","1–4","fall or spring or summer or all",,"Upper-division students may earn credits in independent study, usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year, and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study, a student must obtain the approval of the department chair, acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Undergraduate","College of Business and Economics","Accountancy"
"ADST110","ADST","110",,"Introduction to Drugs and Society","3","0","3","fall or spring or summer or all",,"An introductory course that covers the basic pharmacology of therapeutic and non-therapeutic drugs, the impact of drugs on society, and evidence-based substance use prevention and treatment modalities. May be repeated for a maximum of 9 credits.","Letter Grade - Regular",,,,"true","3","9","Lecture","Undergraduate","College of Health Sciences","School of Social Work"
"ADST496","ADST","496",,"Independent Study","V","V","1–4","fall or spring or summer or all",,"Upper-division students may earn credits in independent study, usually through directed reading or by completing a special project. Students may earn no more than 4 credits in a semester and no more than 6 credits during a single academic year, and no more than a total of 9 credits may be used to meet degree requirements or university graduation requirements. Before enrolling for independent study, a student must obtain the approval of the department chair, acting on the recommendation of the instructor who will be supervising the independent study. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Undergraduate","College of Health Sciences","School of Social Work"
"ADST493","ADST","493",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Health Sciences","School of Social Work"
"ADST448","ADST","448","SOCWRK448","Motivational Interviewing","3","0","3","fall or spring or both",,"Introduces students to the concepts and practice of Motivational Interviewing (MI) in health care settings, including behavioral health and primary care settings. Apply the core concepts of MI and practice of a Brief Negotiated Interview (BNI) for health behaviors. Cross-listed with SOCWRK448, may be taken once for credit. ","Letter Grade - Regular",,"Must have a class standing of upper-division
",,"false",,,"Lecture","Undergraduate","College of Health Sciences","School of Social Work"
"ADST466","ADST","466",,"Assessment and Case Management of Behavioral Health Disorders","3","0","3","fall or spring or both",,"Develops skill and knowledge in generalist case management services including utilizing screening and assessment tools to guide case management services. May be repeated for a maximum of 9 credits.
","Letter Grade - Regular",,"Complete 1 of the following
Completed the following:
  ADST110 - Introduction to Drugs and Society (3)

Complete all of the following
  Must have a class standing of junior or higher
  Declared or admitted to Social Work BA
",,"true","3","9","Lecture","Undergraduate","College of Health Sciences","School of Social Work"
"AE301","AE","301",,"Preparing for Creative Careers","3","0","3","fall and spring only",,"Gains an understanding of one's creative process, learn about the possible career opportunities in the arts and creative economy, and develop the basic entrepreneurial skills needed for a successful career in the arts. Gains knowledge of varied cultural, social, and economic realities impacting contemporary art disciplines, creative sector collaborations, and the role of the arts in society.
","Letter Grade - Regular",,"Completed at least 1 of the following:
AE105 - Conversations with Working Artists (1)
ENGL102 - Writing and Rhetoric II (FW) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","School of the Arts"
